"Feature matrix below based on Winter 25 Release Notes as of December 27, 2024",Spring 25 Release Notes (PDF),,,Spring 25 Release Notes (HTML),,,,,,,,
,,,,,,,,,,,,
Enable LWC Stacked Modals (Release Update),,,Salesforce Overall,General Enhancements,,,,TRUE,,"As part of the Salesforce internal migration from Aura to LWC, more modals in Lightning Experience now render using LWC. This update provides improved performance, especially when working with a large number of fields on a record create or edit modal. You can now also use Dynamic Forms in a modal that's opened from a Create from Lookup field on most LWC-enabled record pages. When you enable this update, you can expect minor changes to modal behavior. This update was first available in Summer ’24.",,
Verify Your Return Email Address for Sender Verification (Release Update),,,Salesforce Overall,General Enhancements,,,,TRUE,,"After Spring ’25, to comply with increased email security standards, you’re required to verify the Email Address in My Email Settings.",,
Explore Salesforce Products In-Depth with Product Detail Pages in the Your Account App,,,Salesforce Overall,General Enhancements,,TRUE,,,,Get more details about Salesforce products so that you can make more informed purchase decisions in the Your Account app.,,
Choose Contact Details when Requesting a Call from Your Salesforce Account Executive,,,Salesforce Overall,General Enhancements,,TRUE,,,,"Now when you request a call from your Salesforce Account Executive regarding a Salesforce product, you can confirm your contact information, choose the contact method, and add details about your request. Get ready for a more productive conversation about the products you’re exploring.",,
Get Personalized Suggestions in Setup,,,Salesforce Overall,General Enhancements,,,TRUE,,,"Get relevant suggestions just for you, right where you work in Setup. Suggested for You makes personalized recommendations based on the products you have and how you and others in your company work.",,
Customize Explicit Filters in Search Manager,,,Salesforce Overall,Einstein Search,,TRUE,,,,"Tailor the explicit search filters to address specific objects and profiles. For example, customize the search filters that appear for the Contacts object specifically for the Contract Manager profile.",,
Advanced Lookup Search Has an Updated UI,,,Salesforce Overall,Einstein Search,,TRUE,,,,"For easier viewing, the Advanced Lookup window now lists possible matches under the search bar, not in a dropdown. To change the sorting parameter for search results, click the column titles. If you don’t find the proper result, create a record from the Lookup input field, not from the Advanced Lookup window.",,
Build Engaging Web Pages and Forms with Salesforce Foundations,,,Salesforce Overall,Salesforce Foundations,,,,TRUE,,"Enhance your lead generation strategy with custom web pages and forms. Easily monitor key KPIs with default reports and dashboards. And, thanks to a signup form campaign flow, automate lead creation and marketing consent data updates after customers complete your opt-in form.",,
Unlock AI Agents with Salesforce Foundations,,,Salesforce Overall,Salesforce Foundations,,,,TRUE,,"Say hello to autonomous AI agents. Now you get a limited set of capabilities that includes licenses and amounts of usage, such as agent conversations, for Agentforce for Sales and Agentforce for Service.",,
Other Changes in Salesforce Foundations,,,Salesforce Overall,Salesforce Foundations,,,,TRUE,,Learn about other marketing and commerce changes we made in Spring ’25.,,
Benefit from Better Lightning Console Performance with Deferred Inactive Workspace Page Loading,,,Salesforce Overall,Lightning Console,,TRUE,,,,"Lightning Console now defers the loading of inactive workspace pages by default, which minimizes extra page loads and improves performance. An inactive workspace page doesn’t load until the user navigates to that page. Regardless of whether the Defer loading inactive console workspace pages setting is enabled or disabled, content in pinned regions is always considered active and loads immediately. Previously, if a workspace page opened via a navigation rule, then the page immediately began loading even if the user remained on a different workspace page.",,
Get More Representative Sample Data in Recipes from Local Salesforce Connections,,,Salesforce Overall,Salesforce Data Pipelines,,TRUE,,,,"When adding local Salesforce data to a recipe, you can now filter the rows added to the preview or get samples that include one row for each value in a column. These new sample modes help you better assess whether a recipe achieves the desired outcome by selecting more relevant preview data.",,
Preview Random Samples from Datasets in Recipes,,,Salesforce Overall,Salesforce Data Pipelines,,TRUE,,,,"When adding a dataset to a recipe, get random sample rows to help you better assess whether the recipe is achieving the desired outcome. Random sampling increases the likelihood that preview data remains available through your recipe transformations.",,
Improved Data Preview in Recipes,,,Salesforce Overall,Salesforce Data Pipelines,,TRUE,,,,You can now sort on any column and search the preview data. Freeze columns and highlight rows. Hover over a cell to see the full value. You can also copy API names and cell values.,,
Secure Salesforce External Connections with OAuth 2.0,,,Salesforce Overall,Salesforce Data Pipelines,,TRUE,,,,Use OAuth 2.0 to create a secure connection to an external Salesforce org that’s adding your data to CRM Analytics.,,
Monitor Dataflow and Recipe Deletions in the Audit Trail,,,Salesforce Overall,Salesforce Data Pipelines,,TRUE,,,,"You can now view who deleted a dataflow or recipe and when in the Salesforce setup audit trail. For example, you can follow up to find out why a dataflow or recipe was deleted.",,
Run Sequential Recipes Faster in Encrypted Orgs,,,Salesforce Overall,Salesforce Data Pipelines,,TRUE,,,,"Reduce processing time when your data strategy involves multiple recipes by using staged data instead of datasets. An initial recipe outputs results as staged data, and then the subsequent recipes use the staged data in input nodes. For example, rather than merge account and opportunity data in several region-specific forecasting recipes, merge in an initial recipe that outputs the results as staged data. Then use the staged data in the other recipes. Previously, you could use staged data only with unencrypted orgs.",,
Give Users Read-Only Access to Recipes (Generally Available),,,Salesforce Overall,Salesforce Data Pipelines,,TRUE,,,,"Let coworkers understand dataset content with the Recipes View Only permission. With this permission, when users visit Data Manager, they see only the Recipes option. They can then open recipes and view their content but can’t edit, run, or delete them.",,
Improve Salesforce External Connector Sync Performance with Incremental Syncs (Beta),,,Salesforce Overall,Salesforce Data Pipelines,,TRUE,,,,Improve your data sync times when using the Salesforce External connector by loading object data incrementally. An incremental sync extracts only the latest changes to external Salesforce data.,,
Load Data Incrementally (Beta),,,Salesforce Overall,Salesforce Data Pipelines,,TRUE,,,,"Improve upload time when using the Analytics External Data API by loading CSV files incrementally. In addition to appending data, you can now incrementally upsert and delete data.",,
Book and Pay Easily with Payment Integration,,,Salesforce Overall,Salesforce Scheduler,,,,TRUE,,"Streamline appointment bookings with the ability to pay for service appointments. Set prices for appointments by configuring rate cards for combinations of work types and service territories. For outbound appointments, your customer support representatives can generate and send payment links to customers. For inbound appointments, your customers can pay for their appointments while booking them. Also, automatically send emails to customers to pay for their bookings by using new email templates for payments.
",,
Add Assets to Collections in Bulk,,,Analytics,Unified Analytics Experiences,,TRUE,,,,Say goodbye to adding assets to collections one at a time. You can now add items to collections in batches. You can also add multiple items to multiple collections with one action.,,
Run More CRM Analytics Dashboard Subscriptions Per Hour in Slack,,,Analytics,Unified Analytics Experiences,,TRUE,,,,"With the new upper limit of 500 subscriptions per hour per org, you have more opportunity to view and share the latest data in Slack on the schedule you want. Previously, the limit was 100 per hour per org.",,
Delivered Idea: Do More with Custom Report Types (Generally Available),,,Analytics,Reports and Dashboards,,,,TRUE,,"Find your report types more easily, and create personalized list views of your custom report types using the improved Custom Report Type page in Setup. Edit report details and modify object relationships on the summary page, which now has a more compact layout. The redesigned report type layout editor provides more flexibility when managing custom fields and sections. And you can add up to 1,000 fields in the report type layout using lookup fields. We delivered this feature thanks to your ideas on IdeaExchange.",,
Keep Charts Consistent with Reordered Report Data,,,Analytics,Reports and Dashboards,,TRUE,,,,"When you sort by a field, the report chart updates to match the new order so that it’s consistent with the data table. For example, if you sort regions by descending order of sales, the chart reorders the regions accordingly, making it easier to interpret your data.",,
Choose Which Dashboard Widgets to Refresh (Beta),,,Analytics,Reports and Dashboards,,,,TRUE,,"Refresh only the dashboard widgets that you need rather than the entire dashboard. For example, a support team member can refresh only the Open Tickets widget to see the most up-to-date list of unresolved issues, without refreshing other widgets on the dashboard.",,
Designate One Email Address to Send Report Subscription Notifications (Beta),,,Analytics,Reports and Dashboards,,,,TRUE,,"Create consistent email communications and reduce the risk of spoofing by using an organization-wide email address to send report subscriptions. Previously, emails were sent with the address of the user who created the report subscription.",,
Define Filters on Aggregate Values in Data Cloud Reports,,,Analytics,Data Cloud Reports and Dashboards,,TRUE,,,,"Fine-tune the results in a Data Cloud report with filters on the sum, average, highest, or lowest values of a numeric column. You can apply these filters in reports on data model objects (DMO), calculated insights, or semantic data models. If you define more than one filter, the AND logic is applied. For example, in a Sales Order DMO report, add a summary filter on the sum of sales to review just the high-value orders.",,
Highlight Min and Max Aggregates for Date Fields (Generally Available),,,Analytics,Data Cloud Reports and Dashboards,,TRUE,,,,"Surface the earliest and latest values of a date, datetime, or row-level formula field with these data types in a data model object (DMO) or semantic data model report. You can also review the min and max aggregates for each report grouping. For example, in a Sales Order DMO report that’s grouped by fiscal quarter, include the min and max aggregates for the Created Date field to identify sales cycle trends. Or, quickly find the latest payment due date across all orders with the max value of the formula field that calculates due dates based on the Created Date field.",,
Create a Semantic Data Model Report with a Single Click (Beta),,,Analytics,Data Cloud Reports and Dashboards,,TRUE,,,,"Analyze and build a standard report on a semantic data model directly in the flow of work. You can now create these reports from the semantic model’s list view page. Previously, you could create the report only from the Reports tab.",,
Default Behavior When Creating a Semantic Data Model Report Has Changed (Beta),,,Analytics,Data Cloud Reports and Dashboards,,TRUE,,,,"When you create a semantic data model report, its count of rows and detail rows are disabled by default. To view report data, add at least one grouping column.",,
Analyze Logical View and Semantic Union Metrics in Data Cloud Reports (Beta),,,Analytics,Data Cloud Reports and Dashboards,,TRUE,,,,"Get a comprehensive analysis of records in a semantic data model by including its logical views and semantic unions in a Data Cloud report. When you create a semantic model report, the Report Builder maintains the logical views that connect the data objects and the relationship joins between them. It also preserves the view’s semantic unions so that you can unify shared columns across different data objects, treat them as a single logical entity, and report on dimensions more efficiently. You can quickly define filters on logical view fields, apply conditional formatting, visualize the data in charts, and embed them in dashboards.",,
Categorize Semantic Model Records with Bucket Columns (Beta),,,Analytics,Data Cloud Reports and Dashboards,,TRUE,,,,"Organize data in a semantic data model into groups without the hassle of creating a formula or custom field. Instead, in the report, create a bucket column to define multiple categories or ranges for the same measure or dimension. For example, get a better understanding of your customers from the Individuals semantic model by bucketing customer spending amounts into Low, Medium, and High ranges. You can bucket Data Cloud reports on numeric, picklist, and text data types. Sort, filter, or group the report based on the bucket column.",,
Assess Semantic Data Model Records with Advanced Formulas (Beta),,,Analytics,Data Cloud Reports and Dashboards,,TRUE,,,,"Compare grouped data in a semantic data model report more efficiently with summary formula columns. To analyze each record in the report, apply row-level formulas. With these advanced formula types, you can easily evaluate percentages, ratios, and aggregate values. For example, in a Sales Order semantic model report, add a summary formula to determine the monthly average sales amount by product category.",,
See More Color Contrast in Donut and Stacked Bar Charts,,,Analytics,CRM Analytics,Analytics Experience and Visualizations,,,TRUE,,Get better legibility and understanding of data with enriched color contrast for donut and stacked bar charts. It’s now easier to distinguish between adjacent chart segments or between chart segments and the dashboard background. You don’t see enhanced color contrast if the chart has more than five segments.,,
Use Version Control When Saving Dashboard Component Changes,,,Analytics,CRM Analytics,Analytics Experience and Visualizations,TRUE,,,,"Track changes in your dashboard components with version control to view and restore past versions. Previously, you had to take manual steps to restore previous configurations.",,
Unify Your Data Across Dashboards,,,Analytics,CRM Analytics,Analytics Experience and Visualizations,,,TRUE,,Your dashboards can now have a single source of truth across every connected Data Cloud server. The connected Data Cloud One companion org and shared data spaces enable access to unified data as if it were a local Data Cloud.,,
Enhance Your Dashboards with Customizable Tooltip Colors,,,Analytics,CRM Analytics,Analytics Experience and Visualizations,TRUE,,,,"You can now customize a tooltip’s background, label, and value to match your company themes, highlight data, and improve accessibility.",,
Get More Representative Sample Data in Recipes from Local Salesforce Connections,,,Analytics,CRM Analytics,Data Integration,TRUE,,,,"When adding local Salesforce data to a recipe, you can now filter the rows added to the preview or get samples that include one row for each value in a column. These new sample modes help you better assess whether a recipe achieves the desired outcome by selecting more relevant preview data.",,
Preview Random Samples from Datasets in Recipes,,,Analytics,CRM Analytics,Data Integration,TRUE,,,,"When adding a dataset to a recipe, get random sample rows to help you better assess whether the recipe is achieving the desired outcome. Random sampling increases the likelihood that preview data remains available through your recipe transformations.",,
Improved Data Preview in Recipes,,,Analytics,CRM Analytics,Data Integration,TRUE,,,,You can now sort on any column and search the preview data. Freeze columns and highlight rows. Hover over a cell to see the full value. You can also copy API names and cell values.,,
Secure Salesforce External Connections with OAuth 2.0,,,Analytics,CRM Analytics,Data Integration,TRUE,,,,"Use OAuth 2.0 to create a secure connection to an external Salesforce org that’s adding your data to CRM Analytics.
",,
Monitor Dataflow and Recipe Deletions in the Audit Trail,,,Analytics,CRM Analytics,Data Integration,TRUE,,,,"You can now view who deleted a dataflow or recipe and when in the Salesforce setup audit trail. For example, you can follow up to find out why a dataflow or recipe was deleted.",,
Run Sequential Recipes Faster in Encrypted Orgs,,,Analytics,CRM Analytics,Data Integration,TRUE,,,,"Reduce processing time when your data strategy involves multiple recipes by using staged data instead of datasets. An initial recipe outputs results as staged data, and then the subsequent recipes use the staged data in input nodes. For example, rather than merge account and opportunity data in several region-specific forecasting recipes, merge in an initial recipe that outputs the results as staged data. Then use the staged data in the other recipes. Previously, you could use staged data only with unencrypted orgs.",,
Control Access to Data Based on a User’s Assigned Territories (Generally Available),,,Analytics,CRM Analytics,Data Integration,TRUE,,,,"Allow users to see data in dashboards and insights only for the territories they’re assigned to in Territory Management 2.0. Reference the territory hierarchy from your dataset security predicates. Previously, you could only reference user data.",,
Give Users Read-Only Access to Recipes (Generally Available),,,Analytics,CRM Analytics,Data Integration,TRUE,,,,"Let coworkers understand dataset content with the Recipes View Only permission. With this permission, when users visit Data Manager, they see only the Recipes option. They can then open recipes and view their content but can’t edit, run, or delete them.",,
Improve Salesforce External Connector Sync Performance with Incremental Syncs (Beta),,,Analytics,CRM Analytics,Data Integration,TRUE,,,,Improve your data sync times when using the Salesforce External connector by loading object data incrementally. An incremental sync extracts only the latest changes to external Salesforce data.,,
Load Data Incrementally (Beta),,,Analytics,CRM Analytics,Data Integration,TRUE,,,,"Improve upload time when using the Analytics External Data API by loading CSV files incrementally. In addition to appending data, you can now incrementally upsert and delete data.
",,
Tableau,,,,,,TRUE,,,,"Use Tableau to analyze, explore, and make decisions on your data with just a few clicks. Create engaging visualizations and embed them in your Lightning pages to use them in your workflows. Tableau has enterprise analytics platform solutions for deep data exploration.
",,
Marketing Cloud Intelligence,,,,,,TRUE,,,,"Connect, harmonize, visualize, and act on your marketing data to optimize performance within campaigns, discover insights in real time, and then act on them.
",,
Accessibility Enhancements in Analytics,,,,,,TRUE,,,,"Learn about small but important changes that make analytics more accessible.
",,
Edit Product Details with Fewer Clicks,,,Commerce,Salesforce B2B and D2C Commerce,Commerce Store Pages,,TRUE,,,"Edit product details directly from an intuitive Edit Product page. Click a product to open the page. You can update the product name, code, family, description, SKU, and pricing details.",,
Enhance the Shopping Experience with the Redesigned Address Page,,,Commerce,Salesforce B2B and D2C Commerce,Commerce Store Pages,,TRUE,,,The updated address form has a more modern design and includes a navigation menu. Auto-complete lets users fill in addresses by entering the first few characters. You can also add a field to capture phone numbers.,,
Provide Complete Order Details on the Order Confirmation Page,,,Commerce,Salesforce B2B and D2C Commerce,Commerce Store Pages,,TRUE,,,"Give your shoppers instant reassurance with a detailed order confirmation page, which now includes the order number, item details, price breakdown, payment method, and shipping address. Shoppers can verify their order details immediately after purchase. Authenticated users can always access this page, and guest users can access it until the guest cart expiration duration configured in store settings.",,
Translate Your Store in Minutes,,,Commerce,Salesforce B2B and D2C Commerce,Commerce Store Pages,,TRUE,,,"Reduce the time it takes to set up a store in a non-English language from hours to minutes with the new automated translation feature. With just a few clicks, you can translate your store‘s text elements into Dutch, French, German, Italian, Japanese, Spanish, or Portuguese.",,
Experience Improved D2C Store Performance,,,Commerce,Salesforce B2B and D2C Commerce,Commerce Store Pages,,TRUE,,,"Get faster page load times, enhanced security, and improved search engine optimization when you create a new D2C store. D2C store pages created after the Spring ’25 release are hosted on Experience Delivery, which uses server-side rendering to accelerate performance of site components and key pages.",,
Create and Manage Product Attributes from Your Store Settings,,,Commerce,Salesforce B2B and D2C Commerce,Commerce Store Pages,,TRUE,,,Streamline product variation management by creating and editing attributes directly from your store’s product settings. Use the new Product Attribute tab to update attributes or add options.,,
Brand Your Store Faster with the Enhanced Website Design Workspace,,,Commerce,Salesforce B2B and D2C Commerce,Commerce Components,,TRUE,,,"No more going back and forth between your Commerce app and Experience Builder while setting up your store. You can now add branding, edit image and text components, and get real-time previews in the Website Design workspace. Other updates to the workspace include component edits highlighted in the preview, improved preview options, and undo and redo icons to easily reverse modifications.",,
Do More with the New Banner Component,,,Commerce,Salesforce B2B and D2C Commerce,Commerce Components,,TRUE,,,"Use the enhanced banner component to upload banner images to your product categories. The Banner component, which replaces the Category Banner component, provides more control and flexibility to add images.
",,
Build Multilevel Navigation Menus with the Mega Menu Component for D2C Stores,,,Commerce,Salesforce B2B and D2C Commerce,Commerce Components,TRUE,,,,"Help your site visitors find their way directly to the page that they’re looking for. The Mega Menu component shows multiple navigation levels in one glance on your desktop and mobile sites. On sites created in Spring ’25 and later, the Mega Menu component is included in the header by default.
",,
Add Color Variations to the Product Detail Page,,,Commerce,Salesforce B2B and D2C Commerce,Commerce Components,TRUE,,,,"Help customers make more informed decisions by showing color variations on the product detail page. You can display the color variations using a dropdown, pills, or swatches. For swatches, you can use color hex codes. Pills support any attribute and can display text.",,
Collect a Shipping Phone Number During Checkout,,,Commerce,Salesforce B2B and D2C Commerce,"Commerce Cart, Checkout, and Shipping",TRUE,,,,"Add a field to collect a shipping phone number during checkout in case you need to contact the customer regarding their order. Previously, you could collect only a billing phone number.",,
Address Fields Autocomplete on All Store Pages,,,Commerce,Salesforce B2B and D2C Commerce,"Commerce Cart, Checkout, and Shipping",TRUE,,,,"When a customer enters their address information on any page in your store, suggested matches are shown and the address fields autocomplete. Address autocomplete is now enabled for B2B stores, Custom Checkout, Pay Now, and address forms on the My Profile page. For D2C stores, address autocomplete was previously enabled only for shipping and billing address forms using Managed Checkout.
",,
Improve the User Experience for Shipping to Multiple Addresses,,,Commerce,Salesforce B2B and D2C Commerce,"Commerce Cart, Checkout, and Shipping",TRUE,,,,"During checkout, customers see a more detailed list of cart items for each shipment, a cart summary with active loading states, and improved visual queues for managing addresses and navigation. When a customer updates their information, the changes are now saved incrementally, reducing the risk of losing their progress if they leave checkout. If you have an existing store, add the updated Split Shipment Layout component to take advantage of the new features. Stores created in the Spring ‘25 release and later already have the new component.",,
Jump to the Top or Bottom of the Cart Items List with One Click,,,Commerce,Salesforce B2B and D2C Commerce,"Commerce Cart, Checkout, and Shipping",TRUE,,,,Customers can now easily navigate to the top or bottom of large lists of cart items with “Skip to” buttons when your store uses the Scroll option for cart item pagination. These buttons also improve usability for customers using screen readers or other accessibility devices.,,
Improve the Shopping Experience with Enhanced Cart and Checkout Performance,,,Commerce,Salesforce B2B and D2C Commerce,"Commerce Cart, Checkout, and Shipping",TRUE,,,,"Cart and checkout pages now load faster and are more responsive in LWR stores with the Cart Calculate API enabled. Customers can add, edit, and delete cart items and coupons faster, providing a smoother checkout experience. Cart APIs can also handle cart changes during checkout.",,
Create a Promotion Based on Specific Product Variations,,,Commerce,Salesforce B2B and D2C Commerce,Commerce Promotions,TRUE,,,,"Offer targeted promotions based on specific attributes, such as size, color, or weight. Whether you choose a parent product or a category as your discount or qualifier type, you can easily apply rules and conditions using attributes. For instance, when drafting a discount or qualifier, you might choose whether it applies to a parent product or a category. If you select a parent product, you could then apply a rule to choose an attribute like ""Color"" and set the value to ""Red"" to specify that the discount applies only to red items within that product line.",,
Create Coupons Using a Guided Workflow,,,Commerce,Salesforce B2B and D2C Commerce,Commerce Promotions,TRUE,,,,"Use the guided workflow to set up custom coupon codes for any promotion that you want to offer. Now you don’t ‌need to go to the Promotion Record page to set up coupons in your store. Within the guided workflow, you can set start and end times for your coupons, specify redemption limits per buyer, and set an overall limit on the total number of uses, all in one easy process.",,
Offer Shoppers Relevant Search Suggestions,,,Commerce,Salesforce B2B and D2C Commerce,Commerce Search,TRUE,,,,"Show shoppers search results based on data from your catalog. Predictive search suggestions uses terms from the Product Name, SKU, Category Name, and Product Code fields to generate suggestions. For instance, if a shopper starts entering “blu” in the search bar, the suggestions are limited to the products in your store. To improve the search experience, you can opt to turn on Commerce Einstein. Commerce Einstein uses search activity from shoppers to learn the best search terms over time.",,
Boost Product Discovery with the Enhanced Variation Display,,,Commerce,Salesforce B2B and D2C Commerce,Commerce Search,,TRUE,,,"Help shoppers find what they want by providing the most relevant product based on their search term. Show only the best-matched product, just the parent product, or the parent product with all its variations. Enriched search results include interactive color swatches or summarized text to showcase product variations. For example, you can configure the page to group product variations by color and size or show a color swatch to represent other variations. When you click the product, the detail page shows the different variations.",,
Sell and Manage Digital Subscriptions in B2B and D2C Stores (Generally Available),,,Commerce,Salesforce B2B and D2C Commerce,Additional Commerce Features,,,,TRUE,"Create, manage, and sell digital subscription products through an integration with Salesforce Revenue Cloud. Bill and collect payment from customers on a defined schedule, and manage subscription pricing policies. Customers can view or cancel their active subscriptions and update payment methods from their account. Commerce Subscriptions requires updating your pricing engine to use Salesforce Pricing. Commerce Subscriptions isn’t included with the Commerce license. To purchase it, contact your account representative.",,
Analyze Order Trends on the Commerce Orders Dashboard,,,Commerce,Salesforce B2B and D2C Commerce,Additional Commerce Features,,TRUE,,,"Get insights into order volume, fulfillment efficiency, returns, and refunds using the Orders dashboard. Analyze trends in cancellations, appeasements, and product returns to make informed decisions that streamline operations, reduce costs, and improve customer satisfaction.",,
Get Notified When a Customer Abandons a Shopping Cart,,,Commerce,Salesforce B2B and D2C Commerce,Additional Commerce Features,TRUE,,,,"Use the Abandoned Cart event in an automation event-triggered flow to initiate an action, such as sending the customer an email or creating a support case. You can also subscribe to the WebCartAbandonedEvent platform event to get notified when a customer abandons a shopping cart.",,
Send a Customized Welcome Email to New Users,,,Commerce,Salesforce B2B and D2C Commerce,Additional Commerce Features,,TRUE,,,"Welcome newly registered users with a customized email instead of the default plain text message. Add branding, rich text, and tailored content. In the Messaging workspace, enable Welcome Email. You can customize the email template and modify the welcome email flow.",,
Streamline Product Imports in the Enhanced Workspace,,,Commerce,Salesforce B2B and D2C Commerce,Additional Commerce Features,,TRUE,,,"Import products in the enhanced Products workspace using the provided CSV file template, or create your own CSV file and map its fields to corresponding Salesforce fields. Make future imports quicker by saving the field mappings. Preview and validate data, track the import progress, and get notifications upon completion.",,
Add Variations During Product Creation,,,Commerce,Salesforce B2B and D2C Commerce,Additional Commerce Features,,TRUE,,,Add and manage product variations while creating or editing a product.,,
Connect Your Custom Domain to Your Store from the Commerce App,,,Commerce,Salesforce B2B and D2C Commerce,Additional Commerce Features,,TRUE,,,"Enhance your B2B or D2C store by setting up a content delivery network (CDN) and linking your third-party domain to your store with just a few clicks. You no longer need to navigate through multiple steps. Instead, connect your store to your domain from your Commerce app directly. After you enter your domain address, you’re guided on the path to connect your store. Plus, if you don’t yet own a domain, you can purchase one from the list of example registrars.",,
Customize and Extend Commerce Messages Using Flow,,,Commerce,Salesforce B2B and D2C Commerce,Additional Commerce Features,TRUE,,,,"Commerce Messaging is now integrated with Flow. Use Flow Builder to add more elements and actions to the default message flows, such as sending the customer an SMS message or creating a support case.",,
Share Knowledge Articles with Your Customers,,,Commerce,Salesforce B2B and D2C Commerce,Additional Commerce Features,TRUE,,,,"Use Salesforce Knowledge to embed knowledge articles directly in your store. Knowledge articles can answer your customers' frequently asked questions and explain common procedures. You can create FAQ pages and embed knowledge in support widgets. Knowledge articles help answer customer questions, provide a better shopping experience, and decrease the burden on support.",,
Import Inventory in Bulk,,,Commerce,Omnichannel Inventory,,,,TRUE,,"Add inventory and update existing records in bulk using the Omnichannel Inventory app instead of APIs or adding records individually. Use the provided sample CSV file to prepare your inventory. You can then import the information using either a CSV or JSON file.
",,
"Cancel, Return, and Route Orders Containing Product Bundles",,,Commerce,Salesforce Order Management,,TRUE,,,,"Let customers cancel or return orders that contain bundles. You can also use Salesforce Routing to route and fulfill orders that contain bundles.
",,
Cancel Orders in Bulk,,,Commerce,Salesforce Order Management,,TRUE,,,,Efficiently cancel large orders using bulk cancellation.,,
